id,doc
230,A new book published by the Library in association with RutgersUPress documents the evolving portrayal of Japan in American children's books over nearly years. "Japan and American Children's Books: A Journey" is available today: https:t.coqPQSnFVd https:t.coixVdGYJD
231,"A new book, researched using her papers at the Library, tells the story of astronomer Vera Rubins groundbreaking work related to dark matter and the rotation of spiral galaxies. Join us for a conversation with the authors tomorrow:"
232,"A new film by Tyler Perry, ""The Six Triple Eight,"" is the story of the the th Central Postal Directory Battalion of the Women's Army Corps (WAC). According to the U.S. Army, the th was the ""only all African American all-female unit sent overseas during World War II."" https:t.coMkSptnVAQ"
233,"A new Library blog charts our progress as we create ways for more Americans to engage with add their perspectives to our collections, allowing us to share a more inclusive American story. Read subscribe to ""Of the People: Widening the Path"" https:t.coaTBHMOoC MellonFdn https:t.cogVxMmHaPTf"
234,"A new online collection, ""Correspondence of Georgia O'Keeffe and Alfred Stieglitz,"" reveal O'Keeffe as a copious letter writer and observer of the world, whose expressive penmanship in itself was a calligraphic art form: https:t.cofPugufp WomensHistoryMonth https:t.coGkCEpn"
235,"A new primary source set from the Library of Congress showcases collection items that document the lives, freedom struggles and cultural contributions of LGBTQ Americans: https:t.codcxgKSIeju LGBTQ https:t.coLLhZVUaM"
236,A new report from the National Recording Preservation Board of the Library of Congress examines the changes impacting libraries archives resulting from the federal Music Modernization Act of . Read more download the report: https:t.cocRkoSmDAI https:t.coVKSAxioxb
237,"A new series of Library grants totaling more than , will support everything from the documentation of heirloom songs of the Kohala region of Hawaii to an examination of the RB Urban Line dance culture of the greater Philadelphia region."
238,A one-of-a-kind Asian Pacific American Heritage Month experience: Library Innovator in Residence Jeffrey Yoo Warren is inviting the public to visit a series of virtual D reconstructions of once-thriving historic Asian American communities. Learn more: https:t.coPOUBMusDR
239,A Page From The Past: Discover the origins of G.I. Joe in the latest issue of the Library of Congress Magazine: https:t.coLOGnqgbWW https:t.colRraIDVmK
240,"A particularly unusual integration resistance story from Little Rock, Arkansas: In September , all the city's high schools were shuttered to prevent integration. They did not reopen until August . During that year, students learned via televised lessons. https:t.coSEsUKKcg"
241,"A piece of Latinx U.S. labor history: In , low pay dangerous working conditions for pecan shellers in San Antonio led Mexican American organizer Emma Tenayuca to stage a strike during which , laborers, mostly Hispanic women, walked off the job."
242,A pre-Veterans Day edition of LiveAtTheLibrary this Thursday: Join the Veterans History Project Modern Warrior Live for a powerful jazz and spoken word performance chronicling the journey from combat to catharsis. https:t.coJwelqwKk https:t.coIEAzBhQ
243,"A raise for Santa? As with almost all other labor areas during World War II, the duties of Santa Claus were examined by the National War Labor Board, which had the authority to set wages for industries as the war impacted cost of living labor shortages."
244,"""A Raisin in the Sun"" premiered in the Barrymore Theatre OTD in . This original poster is in the Library's collection. It was the first Broadway play written by a Black woman, Lorraine Hansberry, who was only at the time. WomensHistoryMonth https:t.coECKHedlb"
245,"A recreation of the original : Club will open in May, next door to the current : Club location (V Street, Northwest). It will be called The Atlantis, an ode to the venue's name before The : Club took over the F Street space in . https:t.coPIAqhUcQk"
246,"A second message reports on the bottom half of the first inning: ""METS REDS ."" It also includes another minor bit of news: Vice President Spiro Agnew had just resigned. (To save you a search, the Mets won the game - but lost the World Series to the Athletics.) https:t.coqCfpdQGvi"
247,"A self-taught bohemian artist, Rose O'Neill ascended through a male-dominated field to become a top illustrator and the first to build a merchandising empire from her work, with her invention of the Kewpie doll: https:t.coxNxpusE WomensHistoryMonth https:t.cocmUeHN"
248,"A small collection in the Librarys Manuscript Division contains drawings by children who survived Nazi concentration camps. They reveal the emotional state of young people who had endured unimaginable horror, losing everything but their lives. Read more: https:t.coflGfqcIU https:t.coORFEeCCTW"
249,"A special thank you for members of our Booklovers Circle, whose contributions share the Festivals spirit of inventiveness creativity with the global book-loving community. While we did not celebrate in person this year, you were vital to our success. Gratitude NatBookFest https:t.coXjkuiDiOc"
250,"A tale we like to share each Thanksgiving week for new followers: In , President Coolidge supporters in Mississippi sent him a raccoon to serve for Thanksgiving dinner. (You read that correctly.) Instead, the Coolidges adopted her named her Rebecca. https:t.coDKuNecKrX https:t.coGtcbWcR"
251,"A telephone survey of , households that night showed that only about had tuned into The War of the Worlds most were aware that it was fiction. Still, newspapers had a field day with headlines stories like these, preserved by ChronAmLOC."
252,"A throwback to our Star Wars Day video, showcasing some of the Star Wars treasures held at the Library. May the th be with you! https:t.coKquCOqm"
253,"A throwback to our Star Wars Day video, showcasing some of the Star Wars treasures held at the Library. May the th be with you! https:t.cowGAPlcCy"
254,"A timely reminder of the spirit and grit of the American workforce. In the third season of the ""America Works"" podcast, you'll hear stories from a teacher, a retired circus performer, a vineyard owner, an architect and more. How to listen"
255,"A unique gathering that honors the legacy of Joy Harjo, the first Native American U.S. poet laureate, will take place at the Library this week: The first retreat of innapo Indigenous Nations Poets."
256,"A very rare find, recently acquired by the Library: A bound copy of all editions of Soldiers Letter, the unofficial newspaper of the nd Colorado Cavalry. Despite a national obsession with the Civil War, regimental newspapers never seemed to catch on as preservation-worthy. https:t.cojFMGahTxKg"
257,"A video game theme song, probably the most recognizable in history, is also a first for the NatRecRegistry. The Super Mario Bros. theme by Koji Kondo helped establish the game's legendary status proved that the Nintendo sound chip was capable of vast musical complexity. https:t.coRHPaXVWLs"
258,A wrong has finally been righted    Negro Leagues baseball players along with their statistics and records have been officially recognized by MLB    so lets get to know some of these greats and have some fun with some trivia. https:t.coBRIIDuPx https:t.cooOdpbEIpSt
259,"A year ago, volunteers removed Black Lives Matter signs from a fence near the White House where they had garnered national attention as a rallying point for protests. Some of those hundreds of signs have since been collected by the Library HowardU."
260,"A for Purple Heart Day. On this day years ago, in , General George Washington wrote down the concept for a Badge of Military Merit."" We know the award today as the Purple Heart. https:t.coBjufqQbho"
261,"A for the rd anniversary of Hawai'i becoming the th U.S. state: This is Queen Lili'uokalani, Hawai'i's last monarch a prolific song writer. Her most famous song, ""Aloha oe,"" is an enduring favorite. She is said to have written several songs while held captive in . https:t.coEgGkogZKs"
262,"A. Philip Randolph was chosen as the leader of the BSCP. The union faced huge resistance, including from the Pullman Company, which manufactured operated sleeping cars for trains was then the largest employer of Black Americans. It took years to get a contract signed. https:t.colheyjjHc"
263,"About last night: GershwinPrize honoree LionelRichie was dancing on the ceiling all night long during a star-studded celebratory concert in Washington, D.C. Mark your calendars to see it for yourself. It will air on PBS stations at p.m. ET on May th. https:t.coyOArdiqMK"
264,"Abraham Lincolns nd inaugural address in captured the nations trauma over the Civil War its hopes for the future. It is remembered by his immortal phrase, with malice toward none, with charity for all. The Librarys Civil War historian Michelle Krowl explains. https:t.coMPISXLKRzD"
265,Access to Abraham Lincoln's papers at the Library served as a primary resource for Ted Widmer's latest book on the president. Read more about Widmer's experiences in the MarchApril issue of the Library of Congress Magazine: https:t.coqduoqFx https:t.coWZjQPsf
